epoch,lr-AdamW,lr-AdamW-momentum,lr-AdamW-weight_decay,regularization_loss_core,regularization_loss_readout,step,test_correlation/dataloader_idx_0,test_correlation/dataloader_idx_1,test_correlation/dataloader_idx_2,test_loss/dataloader_idx_0,test_loss/dataloader_idx_1,test_loss/dataloader_idx_2,train_correlation,train_loss,train_total_loss,val_correlation,val_loss,val_regularization_loss_core,val_regularization_loss_readout,val_total_loss
,0.01,0.9,0.01,,,0,,,,,,,,,,,,,,
0,,,,,,1,,,,,,,,,,0.2410842627286911,554.7097778320312,60.110130310058594,31.7186279296875,646.5385131835938
0,,,,60.110130310058594,28.59425926208496,1,,,,,,,0.15836891531944275,240620.28125,240708.984375,,,,,
,0.01,0.9,0.01,,,2,,,,,,,,,,,,,,
1,,,,,,3,,,,,,,,,,0.27036914229393005,533.3567504882812,60.110130310058594,34.70316696166992,628.1700439453125
1,,,,60.110130310058594,32.56642150878906,3,,,,,,,0.19875752925872803,229532.109375,229624.78125,,,,,
,0.01,0.9,0.01,,,4,,,,,,,,,,,,,,
2,,,,,,5,,,,,,,,,,0.2882829010486603,523.2116088867188,60.110130310058594,36.759952545166016,620.0816650390625
2,,,,60.110130310058594,35.285362243652344,5,,,,,,,0.22920213639736176,220338.625,220434.015625,,,,,
,0.01,0.9,0.01,,,6,,,,,,,,,,,,,,
3,,,,,,7,,,,,,,,,,0.3010278046131134,519.0196533203125,60.110130310058594,37.757625579833984,616.8873901367188
3,,,,60.110130310058594,37.0391845703125,7,,,,,,,0.2361157238483429,220431.984375,220529.125,,,,,
,0.01,0.9,0.01,,,8,,,,,,,,,,,,,,
4,,,,,,9,,,,,,,,,,0.31146055459976196,517.3987426757812,60.110130310058594,37.93195343017578,615.4407958984375
4,,,,60.110130310058594,37.84487533569336,9,,,,,,,0.23655763268470764,218688.75,218786.703125,,,,,
,0.01,0.9,0.01,,,10,,,,,,,,,,,,,,
5,,,,,,11,,,,,,,,,,0.3209390342235565,515.9949340820312,60.110130310058594,37.83635711669922,613.94140625
5,,,,60.110130310058594,37.917030334472656,11,,,,,,,0.24417346715927124,217089.4375,217187.46875,,,,,
,0.01,0.9,0.01,,,12,,,,,,,,,,,,,,
6,,,,,,13,,,,,,,,,,0.3275502622127533,514.4705200195312,60.110130310058594,37.5975456237793,612.1781616210938
6,,,,60.110130310058594,37.791725158691406,13,,,,,,,0.24663865566253662,216413.953125,216511.859375,,,,,
,0.01,0.9,0.01,,,14,,,,,,,,,,,,,,
7,,,,,,15,,,,,,,,,,0.3311639428138733,512.9885864257812,60.110130310058594,37.585060119628906,610.6837768554688
7,,,,60.110130310058594,37.559547424316406,15,,,,,,,0.27229076623916626,213253.90625,213351.5625,,,,,
,0.01,0.9,0.01,,,16,,,,,,,,,,,,,,
8,,,,,,17,,,,,,,,,,0.33195793628692627,511.6795349121094,60.110130310058594,37.9506721496582,609.7403564453125
8,,,,60.110130310058594,37.704315185546875,17,,,,,,,0.26578015089035034,214096.71875,214194.53125,,,,,
,0.01,0.9,0.01,,,18,,,,,,,,,,,,,,
9,,,,,,19,,,,,,,,,,0.3315584063529968,510.75225830078125,60.110130310058594,38.31131362915039,609.1737060546875
9,,,,60.110130310058594,38.0362548828125,19,,,,,,,0.28432226181030273,211098.234375,211196.375,,,,,
,0.01,0.9,0.01,,,20,,,,,,,,,,,,,,
10,,,,,,21,,,,,,,,,,0.33076295256614685,510.3885192871094,60.110130310058594,38.89215850830078,609.3908081054688
10,,,,60.110130310058594,38.45428466796875,21,,,,,,,0.26551634073257446,210668.1875,210766.75,,,,,
,0.01,0.9,0.01,,,22,,,,,,,,,,,,,,
11,,,,,,23,,,,,,,,,,0.32943445444107056,510.42236328125,60.110130310058594,39.11075973510742,609.6432495117188
11,,,,60.110130310058594,38.972557067871094,23,,,,,,,0.26508083939552307,212790.015625,212889.09375,,,,,
,0.01,0.9,0.01,,,24,,,,,,,,,,,,,,
12,,,,,,25,,,,,,,,,,0.32819658517837524,510.5522766113281,60.110130310058594,39.104244232177734,609.7666625976562
12,,,,60.110130310058594,39.112945556640625,25,,,,,,,0.27728500962257385,213548.0625,213647.28125,,,,,
,0.01,0.9,0.01,,,26,,,,,,,,,,,,,,
13,,,,,,27,,,,,,,,,,0.32890594005584717,510.2938537597656,60.110130310058594,39.49578857421875,609.8997802734375
13,,,,60.110130310058594,39.17293930053711,27,,,,,,,0.2775706648826599,208719.109375,208818.390625,,,,,
,0.01,0.9,0.01,,,28,,,,,,,,,,,,,,
14,,,,,,29,,,,,,,,,,0.32989341020584106,509.82965087890625,60.110130310058594,39.71488571166992,609.6546630859375
14,,,,60.110130310058594,39.54843521118164,29,,,,,,,0.27253782749176025,213529.234375,213628.890625,,,,,
,0.003,0.9,0.01,,,30,,,,,,,,,,,,,,
15,,,,,,31,,,,,,,,,,0.33061087131500244,509.64019775390625,60.110130310058594,39.8003044128418,609.5505981445312
15,,,,60.110130310058594,39.73003387451172,31,,,,,,,0.2774675488471985,209238.96875,209338.8125,,,,,
,0.003,0.9,0.01,,,32,,,,,,,,,,,,,,
16,,,,,,33,,,,,,,,,,0.3314090371131897,509.3860168457031,60.110130310058594,39.9421501159668,609.438232421875
16,,,,60.110130310058594,39.826011657714844,33,,,,,,,0.2745938301086426,209960.4375,210060.375,,,,,
,0.003,0.9,0.01,,,34,,,,,,,,,,,,,,
17,,,,,,35,,,,,,,,,,0.3320680856704712,509.19879150390625,60.110130310058594,40.11250305175781,609.4213256835938
17,,,,60.110130310058594,39.98958206176758,35,,,,,,,0.26835983991622925,209092.6875,209192.78125,,,,,
18,,,,,,36,0.281220018863678,0.3320680856704712,0.5196560025215149,929.0057373046875,509.19879150390625,54.6762580871582,,,,,,,,
