epoch,lr-AdamW,lr-AdamW-momentum,lr-AdamW-weight_decay,regularization_loss_core,regularization_loss_readout,step,test_correlation/dataloader_idx_0,test_correlation/dataloader_idx_1,test_correlation/dataloader_idx_2,test_loss/dataloader_idx_0,test_loss/dataloader_idx_1,test_loss/dataloader_idx_2,train_correlation,train_loss,train_total_loss,val_correlation,val_loss,val_regularization_loss_core,val_regularization_loss_readout,val_total_loss
,0.01,0.9,0.01,,,1876,,,,,,,,,,,,,,
14,,,,,,2009,,,,,,,,,,0.2280549257993698,365.0104675292969,55.7286491394043,25.879405975341797,446.6186218261719
14,,,,54.670589447021484,25.699098587036133,2009,,,,,,,0.18923678994178772,136346.171875,136426.5625,,,,,
,0.01,0.9,0.01,,,2010,,,,,,,,,,,,,,
15,,,,,,2143,,,,,,,,,,0.23246337473392487,366.58837890625,56.17866516113281,26.080827713012695,448.84783935546875
15,,,,56.445274353027344,25.930551528930664,2143,,,,,,,0.19035999476909637,136508.140625,136590.453125,,,,,
,0.01,0.9,0.01,,,2144,,,,,,,,,,,,,,
16,,,,,,2277,,,,,,,,,,0.23452790081501007,363.14691162109375,58.144256591796875,26.282251358032227,447.5733947753906
16,,,,56.85955047607422,26.13272476196289,2277,,,,,,,0.19142788648605347,136383.46875,136466.46875,,,,,
,0.01,0.9,0.01,,,2278,,,,,,,,,,,,,,
17,,,,,,2411,,,,,,,,,,0.2355237901210785,363.1145935058594,58.960941314697266,26.478572845458984,448.5539855957031
17,,,,58.67839431762695,26.330944061279297,2411,,,,,,,0.1926611214876175,136313.453125,136398.375,,,,,
,0.01,0.9,0.01,,,2412,,,,,,,,,,,,,,
18,,,,,,2545,,,,,,,,,,0.23775368928909302,362.8030090332031,60.53620147705078,26.660690307617188,449.99993896484375
18,,,,60.12395095825195,26.525388717651367,2545,,,,,,,0.19158580899238586,136207.453125,136294.09375,,,,,
,0.01,0.9,0.01,,,2546,,,,,,,,,,,,,,
19,,,,,,2679,,,,,,,,,,0.23084507882595062,365.07373046875,61.51437759399414,26.84408187866211,453.4320983886719
19,,,,61.30078887939453,26.705978393554688,2679,,,,,,,0.19406306743621826,135820.375,135908.390625,,,,,
,0.01,0.9,0.01,,,2680,,,,,,,,,,,,,,
20,,,,,,2813,,,,,,,,,,0.23884804546833038,365.244384765625,62.53202819824219,27.009368896484375,454.7857971191406
20,,,,61.952030181884766,26.88661766052246,2813,,,,,,,0.1959853172302246,135827.625,135916.421875,,,,,
,0.01,0.9,0.01,,,2814,,,,,,,,,,,,,,
21,,,,,,2947,,,,,,,,,,0.23703162372112274,363.3711853027344,62.70805740356445,27.15839958190918,453.2374572753906
21,,,,62.5523681640625,27.046104431152344,2947,,,,,,,0.19527795910835266,135626.15625,135715.71875,,,,,
,0.01,0.9,0.01,,,2948,,,,,,,,,,,,,,
22,,,,,,3081,,,,,,,,,,0.24057166278362274,362.3057861328125,64.4557876586914,27.29677391052246,454.0582580566406
22,,,,63.3651237487793,27.192188262939453,3081,,,,,,,0.19659407436847687,135521.53125,135612.109375,,,,,
,0.01,0.9,0.01,,,3082,,,,,,,,,,,,,,
23,,,,,,3215,,,,,,,,,,0.2404000610113144,363.2588195800781,62.40756607055664,27.436491012573242,453.10296630859375
23,,,,63.1820182800293,27.331207275390625,3215,,,,,,,0.1980830729007721,135585.15625,135675.6875,,,,,
,0.01,0.9,0.01,,,3216,,,,,,,,,,,,,,
24,,,,,,3349,,,,,,,,,,0.24041685461997986,362.5273132324219,65.49420928955078,27.57512855529785,455.5965270996094
24,,,,63.728553771972656,27.473636627197266,3349,,,,,,,0.19853195548057556,135682.390625,135773.578125,,,,,
,0.01,0.9,0.01,,,3350,,,,,,,,,,,,,,
25,,,,,,3483,,,,,,,,,,0.2369648665189743,362.8302307128906,65.2445297241211,27.70353126525879,455.77813720703125
25,,,,64.5650863647461,27.60666847229004,3483,,,,,,,0.1999107152223587,135346.375,135438.53125,,,,,
,0.01,0.9,0.01,,,3484,,,,,,,,,,,,,,
26,,,,,,3617,,,,,,,,,,0.2395460307598114,362.0802917480469,64.80184173583984,27.83219337463379,454.71435546875
26,,,,65.259033203125,27.734907150268555,3617,,,,,,,0.2003789246082306,135518.859375,135611.890625,,,,,
,0.01,0.9,0.01,,,3618,,,,,,,,,,,,,,
27,,,,,,3751,,,,,,,,,,0.23726202547550201,363.83941650390625,65.85956573486328,27.96602439880371,457.6650085449219
27,,,,65.4666519165039,27.868961334228516,3751,,,,,,,0.20211580395698547,135258.609375,135351.890625,,,,,
,0.01,0.9,0.01,,,3752,,,,,,,,,,,,,,
28,,,,,,3885,,,,,,,,,,0.2427825778722763,362.1360778808594,65.84663391113281,28.083091735839844,456.0657653808594
28,,,,65.3277359008789,27.996456146240234,3885,,,,,,,0.20137780904769897,135023.765625,135117.171875,,,,,
,0.01,0.9,0.01,,,3886,,,,,,,,,,,,,,
