epoch,lr-AdamW,lr-AdamW-momentum,lr-AdamW-weight_decay,regularization_loss_core,regularization_loss_readout,step,test_correlation/dataloader_idx_0,test_correlation/dataloader_idx_1,test_correlation/dataloader_idx_2,test_loss/dataloader_idx_0,test_loss/dataloader_idx_1,test_loss/dataloader_idx_2,train_correlation,train_loss,train_total_loss,val_correlation,val_loss,val_regularization_loss_core,val_regularization_loss_readout,val_total_loss
,0.01,0.9,0.01,,,0,,,,,,,,,,,,,,
0,,,,,,131,,,,,,,,,,0.12855401635169983,382.8444519042969,11.480256080627441,20.799610137939453,415.1242980957031
0,,,,8.791790008544922,19.416229248046875,131,,,,,,,0.05764910951256752,158755.171875,158783.421875,,,,,
,0.01,0.9,0.01,,,132,,,,,,,,,,,,,,
1,,,,,,263,,,,,,,,,,0.14910975098609924,372.4630432128906,15.263277053833008,20.93596839904785,408.6623229980469
1,,,,14.005206108093262,20.86444854736328,263,,,,,,,0.10674435645341873,143157.703125,143192.578125,,,,,
,0.01,0.9,0.01,,,264,,,,,,,,,,,,,,
2,,,,,,395,,,,,,,,,,0.17774733901023865,368.80401611328125,23.528602600097656,21.10146141052246,413.43414306640625
2,,,,19.300050735473633,20.956745147705078,395,,,,,,,0.129121333360672,140993.796875,141034.0625,,,,,
,0.01,0.9,0.01,,,396,,,,,,,,,,,,,,
3,,,,,,527,,,,,,,,,,0.18613092601299286,367.7474670410156,25.351472854614258,21.63296890258789,414.7319641113281
3,,,,24.58855438232422,21.216135025024414,527,,,,,,,0.14407949149608612,139804.75,139850.5625,,,,,
,0.01,0.9,0.01,,,528,,,,,,,,,,,,,,
4,,,,,,659,,,,,,,,,,0.19426259398460388,365.58123779296875,30.93746566772461,22.235197067260742,418.75390625
4,,,,28.356077194213867,21.785057067871094,659,,,,,,,0.15308678150177002,138818.34375,138868.484375,,,,,
,0.01,0.9,0.01,,,660,,,,,,,,,,,,,,
5,,,,,,791,,,,,,,,,,0.2048872709274292,365.47308349609375,34.91719436645508,22.780235290527344,423.1706237792969
5,,,,33.23190689086914,22.377670288085938,791,,,,,,,0.16221705079078674,138156.828125,138212.46875,,,,,
,0.01,0.9,0.01,,,792,,,,,,,,,,,,,,
6,,,,,,923,,,,,,,,,,0.20661748945713043,364.5710754394531,36.3122444152832,23.230236053466797,424.1136169433594
6,,,,35.39117431640625,22.895240783691406,923,,,,,,,0.16737119853496552,137222.796875,137281.09375,,,,,
,0.01,0.9,0.01,,,924,,,,,,,,,,,,,,
7,,,,,,1055,,,,,,,,,,0.21639080345630646,362.98297119140625,39.9549446105957,23.626543045043945,426.5643005371094
7,,,,38.37063217163086,23.33232307434082,1055,,,,,,,0.17128245532512665,136755.578125,136817.328125,,,,,
,0.01,0.9,0.01,,,1056,,,,,,,,,,,,,,
8,,,,,,1187,,,,,,,,,,0.21783646941184998,362.21697998046875,42.1877555847168,23.973243713378906,428.37799072265625
8,,,,41.06163787841797,23.716888427734375,1187,,,,,,,0.17919513583183289,136438.25,136503.046875,,,,,
,0.01,0.9,0.01,,,1188,,,,,,,,,,,,,,
9,,,,,,1319,,,,,,,,,,0.22290807962417603,362.0791015625,45.835147857666016,24.301855087280273,432.2159729003906
9,,,,44.12298583984375,24.056123733520508,1319,,,,,,,0.1836114078760147,136133.34375,136201.53125,,,,,
,0.01,0.9,0.01,,,1320,,,,,,,,,,,,,,
10,,,,,,1451,,,,,,,,,,0.23013600707054138,362.26275634765625,48.421165466308594,24.611717224121094,435.29559326171875
10,,,,47.33748245239258,24.378395080566406,1451,,,,,,,0.18987402319908142,135223.328125,135295.046875,,,,,
,0.01,0.9,0.01,,,1452,,,,,,,,,,,,,,
11,,,,,,1583,,,,,,,,,,0.22383452951908112,362.30963134765625,49.72421646118164,24.901214599609375,436.93511962890625
11,,,,48.962520599365234,24.68733024597168,1583,,,,,,,0.18940670788288116,135382.78125,135456.421875,,,,,
,0.01,0.9,0.01,,,1584,,,,,,,,,,,,,,
12,,,,,,1715,,,,,,,,,,0.22329917550086975,362.3032531738281,51.95242691040039,25.171972274780273,439.4275817871094
12,,,,50.71440887451172,24.972126007080078,1715,,,,,,,0.19058923423290253,135074.546875,135150.234375,,,,,
,0.01,0.9,0.01,,,1716,,,,,,,,,,,,,,
13,,,,,,1847,,,,,,,,,,0.23471243679523468,360.2092590332031,53.35176086425781,25.415449142456055,438.97637939453125
13,,,,52.75868606567383,25.23459243774414,1847,,,,,,,0.1902417242527008,135031.421875,135109.390625,,,,,
,0.01,0.9,0.01,,,1848,,,,,,,,,,,,,,
14,,,,,,1979,,,,,,,,,,0.23575100302696228,360.8050231933594,54.582828521728516,25.64573860168457,441.0337219238281
14,,,,54.05571746826172,25.47443389892578,1979,,,,,,,0.19296947121620178,134308.390625,134387.9375,,,,,
,0.01,0.9,0.01,,,1980,,,,,,,,,,,,,,
15,,,,,,2111,,,,,,,,,,0.23169837892055511,359.9554443359375,55.79582977294922,25.850509643554688,441.601806640625
15,,,,55.310218811035156,25.698978424072266,2111,,,,,,,0.19594524800777435,134089.1875,134170.1875,,,,,
,0.01,0.9,0.01,,,2112,,,,,,,,,,,,,,
16,,,,,,2243,,,,,,,,,,0.2319152057170868,360.2184753417969,58.35051727294922,26.038671493530273,444.6075744628906
16,,,,56.91404342651367,25.898279190063477,2243,,,,,,,0.19483526051044464,134308.546875,134391.421875,,,,,
,0.01,0.9,0.01,,,2244,,,,,,,,,,,,,,
17,,,,,,2375,,,,,,,,,,0.23120109736919403,360.4790344238281,58.8035888671875,26.213693618774414,445.4963073730469
17,,,,58.43827819824219,26.0830135345459,2375,,,,,,,0.19632813334465027,134166.546875,134251.09375,,,,,
,0.01,0.9,0.01,,,2376,,,,,,,,,,,,,,
18,,,,,,2507,,,,,,,,,,0.23685525357723236,359.09246826171875,59.22142028808594,26.37704086303711,444.6910095214844
18,,,,59.420982360839844,26.25360107421875,2507,,,,,,,0.1988670825958252,134064.890625,134150.578125,,,,,
,0.01,0.9,0.01,,,2508,,,,,,,,,,,,,,
19,,,,,,2639,,,,,,,,,,0.23793981969356537,359.4647521972656,59.558597564697266,26.544034957885742,445.5673828125
19,,,,58.96941375732422,26.418527603149414,2639,,,,,,,0.1997523158788681,133654.546875,133739.9375,,,,,
,0.01,0.9,0.01,,,2640,,,,,,,,,,,,,,
20,,,,,,2771,,,,,,,,,,0.2372443825006485,360.7618408203125,60.51457977294922,26.704011917114258,447.9805603027344
20,,,,60.41844940185547,26.584747314453125,2771,,,,,,,0.2004953771829605,133644.171875,133731.15625,,,,,
,0.01,0.9,0.01,,,2772,,,,,,,,,,,,,,
21,,,,,,2903,,,,,,,,,,0.23722247779369354,358.257080078125,62.109046936035156,26.84893035888672,447.21502685546875
21,,,,61.18302917480469,26.740798950195312,2903,,,,,,,0.19903163611888885,133629.171875,133717.09375,,,,,
,0.01,0.9,0.01,,,2904,,,,,,,,,,,,,,
22,,,,,,3035,,,,,,,,,,0.2353563755750656,357.9876708984375,63.13776397705078,26.981595993041992,448.107177734375
22,,,,62.26512908935547,26.88340187072754,3035,,,,,,,0.20037852227687836,133597.96875,133687.140625,,,,,
,0.01,0.9,0.01,,,3036,,,,,,,,,,,,,,
23,,,,,,3167,,,,,,,,,,0.24344290792942047,358.0919494628906,61.475502014160156,27.11130142211914,446.6786804199219
